code,name
42152513,Tazas medidoras de uso odontológico
42152514,Contenedores o accesorios de materiales de desecho de uso odontológico
42152516,Tazones mezcladores de uso odontológico
42152517,Sujetadores o dispensadores de servilletas de uso odontológico
42152518,Dispensadores de materiales de uso odontológico
42152519,Kits de accesorios para jeringas de uso odontológico
42152520,Escupideras de uso odontológico
42152521,Pantógrafo
42152600,Suministros específicos a la operación dental
42152601,Papeles articulados para operación o productos relacionados de uso odontológico
42152602,Barreras de control de infección para operaciones de uso odontológico
42152603,Tornillos de retención o productos relacionados para operaciones de uso odontológico
42152604,Cordones de retracción para operaciones de uso odontológico
42152605,Sets de sialografía de uso odontológico
42152606,Tablillas o sets de uso odontológico
42152607,Anillos para instrumentos de uso odontológico
42152608,Cartuchos de ligadura para ortodoncia
42152700,Equipo y suministros ortodoncia y prostodónticos
42152701,Articuladores o accesorios de uso odontológico
42152702,Soluciones hemostáticas de uso odontológico
42152703,Tornillos o fijadores o suministros relacionados de uso odontológico
42152704,Retenedores de uso odontológico
42152705,Pinzas de aplicación para ortodoncia
42152706,"Frenillos ""brackets"" para ortodoncia"
42152707,Tubos bucales para ortodoncia
42152708,Bobinas de resorte para ortodoncia
42152709,Elásticos para ortodoncia
42152710,Elastómeros para ortodoncia
42152711,Tornillos de expansión para ortodoncia
42152712,Bandas molares para ortodoncia
42152713,Alicates para ortodoncia
42152714,Estuches retenedores para ortodoncia
42152715,Bandas de colocación para ortodoncia
42152716,Topes o bloqueos para ortodoncia
42152717,Alambre para ortodoncia
42152718,Arco de alambre para ortodoncia
42152800,Equipo y suministro periodontal
42152801,Cinceles para periodoncia
42152802,Limas para periodoncia
42152803,Separadores para periodoncia
42152804,Instrumentos de prueba de implante periodontal a interface de hueso
42152805,Instrumentos de control para periodoncia
42152806,Disectores de tejido para periodoncia
42152807,Pastas protectoras para periodoncia
42152808,Curetas para periodoncia
42152809,Cuchillos para periodoncia
42152810,Membranas para periodoncia
42161500,Equipo de diálisis peritoneal y de equilibrio y suministros
42161501,Sets de transferencia de diálisis peritoneal ambulatoria continua capd
42161502,Calentadores de dialisato peritoneal
42161503,Sets de administración o cateterización de diálisis peritoneal
42161504,Adaptadores o pinzas o conectores de catéter para diálisis peritoneal
42161505,Bolsas o contenedores de drenaje de diálisis peritoneal
42161506,Derivaciones o catéteres o dispositivos de acceso permanente para diálisis peritoneal
42161507,Soluciones para diálisis peritoneal
42161508,Correas o arneses para unidades de diálisis peritoneal
42161509,Unidades de diálisis peritoneal
42161510,Kits de lavado para diálisis peritoneal
42161600,Equipo de hemodiálisis extracorpórea y suministros
42161601,Kits o sets o accesorios de administración de hemodiálisis
42161602,Muestreadores de bolsas de sangre para hemodiálisis
42161603,Aparato de demanda de oxígeno en la sangre para hemodiálisis
42161604,Sillas para hemodiálisis
42161605,Medidores de conductividad de dialisato para hemodiálisis
42161606,Detectores de nivel de dialisato para hemodiálisis
42161607,Bombas de presión de dialisato para hemodiálisis
42161608,Soluciones de dialisato para hemodiálisis
42161609,Tanques de dialisato para hemodiálisis
42161610,Tubos de dialisato para hemodiálisis
42161611,Baños calentadores de dialisato para hemodiálisis
42161612,Filtros de celuloide de dializador para hemodiálisis
42161613,Filtros de colodión de dializador para hemodiálisis
42161614,Filtros de filamento hueco de dializador para hemodiálisis
42161615,Sistemas de reprocesamiento de dializador para hemodiálisis
42161616,"Detectores de burbujas de aire o espuma o coágulos, o trampas o alarmas para unidades de hemodiálisis"
42161617,Monitores de presión arterial para unidades de hemodiálisis
42161618,Pinzas de línea de sangre para unidades de hemodiálisis
42161619,Tapas para válvulas de sangre para unidades de hemodiálisis
42161620,Bombas de sangre para unidades de hemodiálisis
42161621,Tapas para válvulas de dialisato unidades de hemodiálisis
42161622,Desinfectantes o limpiadores para unidades de hemodiálisis
42161623,Bombas de infusión de heparina unidades de hemodiálisis
42161624,Controladores de agujas únicas para unidades de hemodiálisis
42161625,Convertidores de un solo paso para unidades de hemodiálisis
42161626,Estantes o soportes o carritos para unidades de hemodiálisis
42161627,Monitores de temperatura para unidades de hemodiálisis
42161628,Equipos de prueba para unidades de hemodiálisis
42161629,Filtros transductores para unidades de hemodiálisis
42161630,Protectores transductores para unidades de hemodiálisis
42161631,Sistemas de purificación del agua para unidades de hemodiálisis
42161632,Unidades de hemodiálisis
42161633,Membranas dializadoras para aparatos de hemodiálisis
42161634,Bandejas de procedimiento o accesorios para hemodiálisis
42161635,Cartuchos para aparatos de hemodiálisis
42161700,Equipo de hemofiltración y suministros
42161701,Hemofiltro
42161702,Bolsas de recolección de hemofiltración
42161703,Puertos de infusión para hemofiltración
42161704,Puertos de muestreo para hemofiltración
42161800,Equipo y suministros de terapia renal sustitutiva continua (CRRT)
42161801,Unidades de diálisis arterio venosa continua cavhd o productos relacionados
42161802,Unidades de hemofiltración arterio venosa continua cavh o productos relacionados
42161803,Unidades de hemodiálisis o hemofiltración  venosa continua o productos relacionados
42161804,Unidades de ultrafiltración continua lenta scuf o productos relacionados
42161900,Equipo y suministros para aféresis terapéutica
42161901,Kit para procedimientos de aféresis terapéutica
42171500,Productos de servicio médico de urgencia en la gestión de desastre
42171501,Bolsas para cuerpos para desastres para servicios médicos de emergencia
42171502,Etiquetas de triage para servicios médicos de emergencia
42171600,"Productos de sacar, inmovilizar y trasladar de servicios médicos de urgencia"
42171601,Camillas o accesorios para evacuación aérea
42171602,Camillas o accesorios para ambulancias
42171603,Prendas anti choque
42171604,Camillas canasta o accesorios
42171605,Ojales de cable de rescate
42171606,Férulas inflables para servicios médicos de emergencia
42171607,Collares cervicales o de extracción de víctimas para servicios médicos de emergencia
42171608,Inmovilizadores de cabeza para servicios médicos de emergencia
42171609,Correas de retención o espinales para servicios médicos de emergencia
42171610,Inmovilizadores de torso para servicios médicos de emergencia
42171611,Literas o camillas o accesorios para respuesta de emergencia
42171612,Camillas o accesorios redondas
42171613,Tablas espinales
42171614,Tubos o contenedores para rescate en agua
42171700,Mantas de servicios médicos de urgencia
42171701,Cobijas para emergencias o rescates
42171702,Cobijas para primeros auxilios
42171703,Cobertores o cobijas de protección contra el calor para servicios médicos de emergencia
42171704,Fajas para bebés o porta bebés para servicios médicos de emergencia
42171800,Equipo de servicios médicos de urgencia de gestión del vía de aire
42171801,Kits de intubación o vía aérea oro faríngea para servicios médicos de emergencia
42171802,Kits de laringoscopia para servicios médicos de emergencia
42171803,Unidades o accesorios de succión para servicios médicos de emergencia
42171804,Kits de cricotiroidotomía o tubo traqueal para servicios médicos de emergencia
42171805,Desplegadores de mandíbula
42171806,Palos para convulsiones
42171900,Cajas o bolsas de almacenaje para servicios médicos de urgencia
42171901,Bolsas de manejo de vía aérea para servicios médicos de emergencia
42171902,Estuches de desfibriladores para servicios médicos de emergencia
42171903,Estuches de medicamentos para servicios médicos de emergencia
42171904,Estuches o bolsas de productos de extracción para servicios médicos de emergencia
42171905,Estuches intravenosos iv para servicios médicos de emergencia
42171906,Estuches de intubación para servicios médicos de emergencia
42171907,Bolsas de laringoscopia para servicios médicos de emergencia
42171908,Estuches de soporte de vida para servicios médicos de emergencia
42171909,Paquetes de trauma para respuesta de larga distancia ldr para servicios médicos de emergencia
42171910,Estuches paramédicos para servicios médicos de emergencia
42171911,Estuches de oxígeno portátil o resucitación para servicios médicos de emergencia
42171912,Estuches o bolsas de rescate para servicios médicos de emergencia
42171913,Estuches o bolsas de respuesta para servicios médicos de emergencia
42171914,Estuches o bolsas de trauma para servicios médicos de emergencia
42171915,Estuches o bolsas para técnicos médicos de emergencia emt
42171916,Estuches para transportar o almacenar sets de inmovilización para servicios médicos de emergencia
42171917,Estuches o bolsas o accesorios de primeros auxilios para servicios médicos de emergencia
42171918,Estuches de equipos de tratamiento de víctimas de gas para servicios médicos de emergencia
42171919,Bolsas o revestimientos de evacuación para servicios médicos de emergencia
42171920,Estuches o accesorios de ropa para servicios médicos de emergencia
42172000,Kits para los servicios médicos de urgencias y campo
42172001,Kits de primeros auxilios para servicios médicos de emergencia
42172002,Kits de primera respuesta para servicios médicos de emergencia
42172003,Kits intravenosos iv para servicios médicos de emergencia
42172004,Kits de soporte de vida para servicios médicos de emergencia
42172005,Kits de trauma de respuesta de larga distancia ldr para servicios médicos de emergencia
42172006,Kits obstétricos para servicios médicos de emergencia
42172007,Kits de oxígeno o resucitación para servicios médicos de emergencia
42172008,Kits de rapel para servicios médicos de emergencia
42172009,Kits de búsqueda y rescate para servicios médicos de emergencia
42172010,Kits de trauma para servicios médicos de emergencia
42172011,Kits para técnicos médicos de emergencia emt
42172012,Kits de ventriculostomía para servicios médicos de emergencia
42172013,Kits de evacuación para servicios médicos de emergencia
42172014,Kits o suministros de transporte de pacientes para servicios médicos de emergencia
42172015,Kits de tratamiento dental para servicios médicos de emergencia
42172016,Kits de fracturas para servicios médicos de emergencia
42172017,Kits de equipos médicos de laboratorio o de campo o productos relacionados
42172018,Kit de lavado gástrico
42172100,Productos de resucitación de servicios médicos de emergencia
42172101,Desfibriladores externos automatizados aed o paletas duras
42172102,Escudos o máscaras protectoras para resucitación cardiopulmonar cpr
42172103,Kits aspiradores o resucitadores para emergencias
42172104,Tablas de resucitación cardiopulmonar cpr
42172105,Accesorios para desfibriladores externos automatizados aed
42172200,Suministros de servicios médicos de emergencia
42172201,Pinzas o torniquetes para servicios médicos de emergencia
42181500,Evaluación diagnóstica y productos de examen de uso general
42181501,Depresores de lengua o cuchillos o baja lenguas
42181502,Transiluminadores para exámenes de uso médico
42181503,Lubricantes o gelatinas personales o para examen
42181504,Sets de hemacitómetros
42181505,Sets o accesorios de muestreadores de células endometriales
42181506,Kits de determinación de asalto sexual
42181507,Bandas para sujetar el espejo a la frente o accesorios para exámenes médicos
42181508,Pañitos limpiadores para equipo diagnóstico
42181509,Sets de examen físico para cirujanos de vuelo
42181510,Medidores de ictericia transcutáneos
42181511,Evaluadores de impotencia masculina
42181512,Cucharas para examen de portadores de tifoidea
42181513,Kits de irrigación de los senos nasales
42181514,Fotómetros de hemoglobina
42181515,Bandejas de procedimiento para exámenes
42181516,Unidades o accesorios de electromiografía emg
42181518,Estuche para sets de instrumentos médicos o sus accesorios
42181519,Portador de gotas
42181520,Medidor de presión intratoráxica
42181521,Monitor de presión de fluido espinal
42181522,Aparato para análisis de manera de caminar
42181523,Sistema de prueba y evaluación isocinética
42181524,Analizador de rigidez
42181525,Ataxiágrafo
42181526,Algesímetro
42181527,Dinamómetro médico
42181528,Dispositivo para medir la resistencia de la piel
42181529,Estesiómetro
42181530,Sistema de inducción de sudor de iontoforesis
42181531,Instrumento medidor de conductividad eléctrica de la piel
42181532,Medidor de respuesta galvánica de la piel
42181533,Dispositivo de medición de la velocidad de conducción del nervio
42181534,Electroglotógrafo
42181535,Condicionador de señales electrónicas fisiológicas
42181536,Dispositivo eléctrico de detección de caries
42181537,Instrumento para medir la fuerza de la mordida para uso odontológico
42181538,Dispositivo medidor del sonido de oclusión para uso odontológico
42181600,Unidades de presión sanguínea y productos relacionados
42181601,Unidades de presión de sangre aneroides
42181602,Unidades de presión de sangre electrónicas
42181603,Unidades de presión de sangre de mercurio
42181604,Válvulas o peras inflables de liberación de presión del aire en la sangre
42181605,Mangas o vejigas de presión de la sangre
42181606,Mangueras de inflar o mangueras neumáticas o adaptadores de presión de sangre
42181607,Unidades de registro de presión de sangre
42181608,Accesorios para instrumentos de medición de presión de sangre
42181609,Kits de domo de monitoreo de presión de sangre
42181610,Kits de mangas de presión de sangre
42181611,Manómetro de presión venosa central cvp
42181612,Soportes móviles de presión de sangre
42181700,Unidades de electrocardiografía (ECG) y productos relacionados
42181701,Unidades de electrocardiografía ekg
42181702,Adaptadores o cables o conductores para electrocardiografía ekg
42181703,Probadores de cables o conductores o unidades de electrocardiografía ekg
42181704,Calibradores o reglas de electrocardiografía ekg
42181705,Registros gráficos de electrocardiografía ekg
42181706,Pantallas de monitor para electrocardiografía ekg
42181707,Electrodos de tira o anillo para electrocardiografía ekg neonatal
42181708,Electrodos de parche para electrocardiografía ekg
42181710,Probadores de superficie de electrodos para electrocardiografía ekg
42181711,Sistemas telefónicos receptores o transmisores para electrocardiografía ekg
42181712,Analizadores de unidad de electrocardiografía ekg
42181713,Sistemas de monitoreo de electrocardiografía ekg continua de larga duración o holter
42181714,Kits de accesorios de monitoreo para electrocardiografía ekg
42181715,Soluciones o cremas para electrodos
42181716,Accesorios para electrocardiografía ekg
42181717,Bombillos de electrodos para electrocardiografía ekg
42181718,Esferos para registro de electrocardiografía ekg
42181719,Transmisor o telemetría o accesorios para electrocardiografía ekg
42181720,Sistema de monitoreo de estrés por ejercicio
42181721,Esfigmógrafo
42181722,Analizador de ondas de pulso
42181800,Oxímetros de pulso
42181801,Unidades para oxímetros de pulso
42181802,Cables para oxímetros de pulso
42181803,Sondas o sensores para oxímetros de pulso
42181804,Accesorios para sondas o sensores para oxímetros de pulso
42181805,Accesorios para unidades de oxímetros de pulso
42181900,Unidades de control de cuidado intenso y productos relacionados
42181901,Unidades o accesorios para cuidado intensivo fetal o monitoreo materno
42181902,Unidades o accesorios para monitoreo de presión intracraneal icp
42181903,Unidades o accesorios para monitoreo de salida cardiaca co
42181904,Unidades o accesorios para unidades de signos vitales multi parámetro
42181905,Cables para monitor transductor para uso médico
42181906,Catéteres para monitoreo de presión intrauterina
42181907,Aparatos para metabolismo basal
42181908,Sets o accesorios de monitoreo de presión intra compartimientos
42181910,Kits intrauterinos transcervicales
42181911,Electrodos para cuero cabelludo fetal
42181912,Monitor electroencefalográfico fetal
42182000,Especulo y scopios y accesorios para uso del reconocimiento diagnóstico médico
42182001,Espéculos para examen anal o rectal
42182002,Anoscopios o proctoscopios
42182003,Colposcopios o vaginoscopios o accesorios
42182004,Dermatoscopios
42182005,Oftalmoscopios u otoscopios o sets de escopios
42182006,Espéculos para examen de laringe o bucofaríngeo
42182007,Bombillos o lámparas de escopios para exámenes médicos
42182008,Manijas de escopios o cargadores de escopios para exámenes médicos
42182009,Puntas de espéculos para escopios o dispensadores de puntas de espéculos para uso médico
42182010,Sujetadores o soportes para espéculos para exámenes médicos
42182011,Espéculos o puntas de dilatación o dispensadores de puntas para exámenes médicos
42182012,Espéculos o dilatadores para exámenes nasales
42182013,Espéculos para examen vaginal
42182014,Accesorios para otoscopios u oftalmoscopios
42182015,Espéculos para otoscopia
42182016,Nasofaringoscopios o accesorios
42182017,Sets de espéculos para oído
42182018,Broncoscopios o accesorios
42182019,Kits de dilatación
42182020,Angioscopios o accesorios
42182100,Estetoscopio y productos relacionados
42182101,Estetoscopios electrónicos o accesorios
42182102,Dopplers vasculares de mano o accesorios
42182103,Estetoscopio acústico para uso médico o accesorios
42182104,Estetoscopio de cabeza
42182105,Cubiertas para estetoscopios de cabeza
42182106,Fonocardiográfos estetoscópicos
42182107,Estetoscopios auriculares
42182108,Termorreguladores de pacientes
42182200,Termómetros médicos y accesorios
42182201,Termómetros electrónicos para uso médico
42182202,Termómetros de fibra óptica para uso médico
42182203,Estuches o forros para transportar termómetros para uso médico
42182204,Estantes para termómetros para uso médico
42182205,Fundas para puntas o sondas de termómetros para uso médico
42182206,Termómetros de mercurio para uso médico
42182207,Monitores de temperatura continua o de tendencia de temperatura del paciente
42182208,Bandas de temperatura del paciente
42182209,Sondas para termómetros
42182210,Termómetros de vidrio no de mercurio para uso médico
42182211,Sistema de termografía infrarroja
42182212,Termómetro de cristal líquido
42182300,Productos del examen neurológico
42182301,Molinillos de diagnóstico para uso médico
42182302,Martillos o martillos quirúrgicos para reflejos
42182303,Tarjetas de examen neurosiquiátrico
42182304,Sets o kits de pruebas de diagnóstico sicológico
42182305,Sets para procedimientos mielográficos
42182306,Discriminadores neurológicos
42182307,Alfileres neurológicos
42182308,Electroencefalógrafo eeg o accesorios
42182310,Electromiógrafos
42182311,Sensores neurológicos
42182312,Electrodos o sets para electromiógrafos
42182313,Sets para diagnóstico neurológico
42182314,Dispositivo de retroalimentación biológica
42182315,Analizador de espectro electroencefalográfico
42182316,Detector de respuesta evocada
42182400,Productos para probar el oír
42182401,Audiómetros o accesorios
42182402,Vibradores de hueso audiométricos o analizadores de oído medio
42182403,Cabinas audiométricas o cámaras acústicas para pruebas de audición
42182404,Sets de calibración de unidades de evaluación de función auditiva
42182405,Unidades de evaluación de función auditiva
42182406,Grabadoras gráficas de pruebas auditivas
42182407,Fenestrómetros de oído
42182408,Electrococleógrafos
42182409,Analizadores de audífonos o sistemas de prueba
42182410,Estuches para diapasones para uso médico
42182411,Martillos para diapasones para uso médico
42182412,Diapasones para uso médico
42182413,Sets de diapasones para uso médico
42182414,Analizadores de tinnitus (acúfenos)
42182415,Tubos de toynbee para diagnóstico
42182416,Timpanómetros o sus accesorios
42182417,Cordones de audiometría
42182418,Guías para fenestrómetro
42182419,Aparatos para control de audición
42182420,Sondas aurales
42182421,Calibradores de tapones o accesorios
42182422,Bolsas inflables para oído
42182500,Metros de función nasal
42182501,Olfatómetros
42182502,Medidores de flujo nasal o rinoanemómetros
42182600,Lámparas o luces de examen médico
42182601,Luces o lámparas de pie para exámenes médicos
42182602,Luces o lámparas instaladas para exámenes médicos
42182603,Luces de techo o lámparas de techo o accesorios para exámenes médicos
42182604,Linternas para exámenes médicos
42182700,Dispositivos de medición de talla de examen médico
42182701,Goniómetros
42182702,Cintas de medición para uso médico
42182703,Reglas de medición de altura de pacientes
42182704,Evaluadores de dobleces de piel
42182705,Analizador de composición del cuerpo
42182706,Malla o dispositivo de medición de heridas
42182707,Inclinómetro
42182800,Básculas médicas de peso
42182801,Básculas de pañales
42182802,Básculas de bebés
42182803,Básculas de mesa o cama para pacientes para uso general
42182804,Básculas de asiento para pacientes
42182805,Básculas de piso para pacientes
42182806,Básculas de eslinga para pacientes
42182807,Básculas de plataforma para sillas de ruedas
42182808,Forros o revestimientos para básculas de pesaje
42182900,Mesas de examen de especialidad y productos relacionados
42182901,Mesas de examen obstétrico o ginecológico
42182902,Mesas de examen con apoya pies para examen obstétrico o ginecológico
42182903,Mesas para examen pediátrico
42182904,Mesas de retención o sistemas de medición para examen pediátrico
42183000,Productos de examen diagnóstico oftálmico
42183001,Carteleras para examen de ojos o tarjetas de visión
42183002,Topógrafos corneales
42183003,Exoftalmómetros
42183004,Queratoscopios
42183005,Colorímetros oftálmicos
42183006,Distómetros oftálmicos
42183007,Tambores oftálmicos o sus accesorios
42183008,Eutiscopios oftálmicos
42183009,Lentes de prueba del ojo o sus accesorios para uso oftálmico
42183010,Lensómetros para uso oftálmico
42183011,Perímetros para uso oftálmico
42183012,Fotómetros para uso oftálmico
42183013,Prismas para uso oftálmico
42183014,Retinoscopios para uso oftálmico
42183015,Lámparas de hendidura para uso oftálmico
42183016,Espectrofotómetros para uso oftálmico
42183017,Espéculos para uso oftálmico
42183018,Tonómetros o accesorios para uso oftálmico
42183019,Transiluminadores para uso oftálmico
42183020,Trazadores de campo visual para uso oftálmico
42183021,Analizadores de función visual para uso oftálmico
42183022,Visiómetros para uso oftálmico
42183023,Oftalmómetros
42183024,Mesas para instrumentos o accesorios para uso oftálmico
42183026,Oftalmodinamómetros
42183027,Kits o accesorios de pruebas de monitoreo tangente
42183028,Accesorios para retinoscopio para uso oftálmico
42183029,Unidades de forópter
42183030,Oclusores de ojos
42183031,Sets o accesorios de placas pseudoisocromáticas
42183032,Taquistoscopio
42183033,Sets de ajuste de anteojos
42183034,Estereoscopios para probar la visión
42183035,Queratómetros refractores de combinación
42183036,Placas base para oftalmómetros
42183037,Proyectores de cuadros o accesorios
42183038,Almohadillas de uso oftálmico
42183039,Sujetadores de lentes oftálmicos
42183040,Herramientas o accesorios para optómetras
42183041,Linternas de pruebas de percepción del color
42183042,Aparatos de percepción de profundidad
42183043,Bombillos para oftalmómetros
42183044,Pantallas tangentes
42183045,Sistemas de electroretinograma
42183046,Sets o accesorios de prueba de visión binocular
42183047,Soportes miradores para pruebas de agudeza visual
42183048,Barras de fijación de niños para uso oftálmico
42183049,Cámara de fundus
42183050,Nistagmógrafo
42183051,Pupilómetro
42183052,Regla de punto cercano
42183053,Medidor de distancia entre pupilas
42183054,Pletismografía ocular
42183055,Contador de células endoteliales
42183056,Cámara anterior
42183057,Monitor de movimiento del ojo
42183058,Instrumento láser de campo de visión
42183059,Foto simulador
42183060,Tiras de schirmer
42183061,Aplicadores de presión ocular
42183062,Cámara de iris
42183063,Unidad de electrólisis oftálmica
42183064,Lentes de contacto terapéuticos
42183065,Lentes de contacto prescritos
42183066,Cámara corneal
42183067,Lentes de examen de diagnóstico de visión para uso oftálmico
42183100,Medidores de la capacidad gustativa
42183101,Gustómetros
42183200,Equipo y suministros de alergología
42183201,Instrumentos o accesorios para detectar o probar alergias
42183300,Accesorios de unidades de examen de otorrinolaringología y productos relacionados
42183301,Accesorios para espejos de examen de oído nariz garganta ent
42191500,Manejo de materiales de facilidad médica y equipo de distribución
42191501,Sistema de tubo neumático clínico
42191502,Bandejas o cubiertas para medicinas
42191600,Sistemas de construcción de facilidad médica
42191601,Iluminación para habitaciones de pacientes o accesorios
42191602,Iluminación para salas de cirugía o accesorios
42191603,Paneles de instrumentos para equipos hospitalarios
42191604,Brazos de monitoreo clínico
42191605,Columnas para equipos eléctricos hospitalarios
42191606,Brazos de techo para instalaciones médicas
42191607,Cortinas de cubículo o pantallas o hardware de rieles de cortinas para pacientes
42191608,Controles de enfermería o monitores de salida
42191609,Sistemas de pared principal para uso clínico
42191610,Módulos de trabajo para uso clínico
42191611,Módulos o sistemas de comunicación de enfermería
42191612,Sistemas de intercomunicación hospitalaria
42191613,Transmisor de seguridad para bebés o niños
42191700,Productos de gas de hospital
42191701,Pistas de servicio de electricidad o gas para uso médico
42191702,Columnas de entrega de gas para uso médico
42191703,Salidas de gas para uso médico
42191704,Sistemas de compresión de aire gas para uso médico
42191705,Alarmas de gas para uso médico
42191706,Colector de gas para uso medico
42191707,Sistemas de vacío para uso médico
42191708,Gabinetes de control de presión de aire para uso médico
42191709,Válvulas de cierre de gas o cajas de válvulas para uso médico
42191710,Carros o puestos o accesorios para cilindros de gas para uso médico
42191711,Tanques de aire comprimido o accesorios para uso quirúrgico
42191800,Camas de paciente y accesorios
42191801,Mesas para encima de la cama o accesorios
42191802,Incubadoras o calentadores de bebés para uso clínico
42191803,Moisés o cunas o camas pediátricas o accesorios
42191804,Barandas para camas para uso médico o quirúrgico
42191805,Columnas suspendidas para uso médico
42191806,Barras de trapecio para uso clínico
42191807,Camas o accesorios de cuidado del paciente para uso general
42191808,Camas o accesorios de cuidado del paciente para cuidado especial
42191809,Almohadillas o bombas de presión alterna
42191810,Colchones o accesorios para el cuidado del paciente
42191811,Cunas de posicionamiento para bebés
42191812,Kits de suministros de incubadoras para bebés
42191813,Forros de catre para el cuidado del paciente
42191814,Accesorios para incubadora o calentadora de bebés para uso clínico
42191900,Armarios clínicos
42191901,Gabinetes clínicos para junto a la cama o accesorios
42191902,Armarios para uso hospitalario
42191903,Gabinetes de monitoreo para uso médico
42191904,Gabinetes o cajas fuertes para narcóticos
42191905,Gabinetes de tratamiento para uso médico
42191906,Gabinetes calentadores de cobijas o soluciones
42191907,Gabinetes o muebles de almacenamiento de instrumentos para uso médico
42191908,Carritos de historias clínicas o accesorios
42191909,Gabinete computarizado dispensador de medicamentos
42192000,Mesas de examen o de procedimiento clínico
42192001,Mesas de examen o procedimientos médicos para uso general
42192002,Accesorios para mesas de examen o procedimientos médicos para uso general excluyendo sábanas para cubrirlas
42192003,Mesas para masajes de terapia física
42192100,Asientos y taburetes clínicos y productos relacionados
42192101,Asientos o accesorios para sacar sangre o flebotomía
42192102,Reclinadoras o accesorios para uso hospitalario
42192103,Asientos para pacientes
42192104,Taburetes médicos y accesorios
42192106,Asientos para visitantes de instalaciones médicas
42192107,Asientos de examen clínico o accesorios
42192200,Productos para transporte de paciente
42192201,Camillas con ruedas o accesorios para el transporte de pacientes
42192202,Elevadores de camillas o de tijeras
42192203,Asientos geriátricos o accesorios
42192204,Incubadoras para el transporte de pacientes o accesorios
42192205,Accesorios para carritos de pacientes
42192206,Carritos de pacientes
42192207,Camillas para pacientes o accesorios para camillas
42192208,Accesorios para sillas de ruedas
42192209,Rampas para sillas de ruedas
42192210,Sillas de ruedas
42192211,Tablas para mover pacientes o sus accesorios
42192212,Esterilla o sábana para transferencia de pacientes
42192213,Unidad de sistema de calefacción para mantener o evacuar pacientes o accesorios
42192214,Elevador de sillas de ruedas
42192300,Elevadores de paciente
42192301,Elevadores de pacientes o accesorios
42192302,Elevadores hidráulicos o accesorios para uso clínico
42192303,Asientos suspendidos o eslingas para pacientes
42192304,Montacargas de techo para pacientes
42192305,Eslingas para bebés o accesorios
42192400,Transporte de equipo médico y traslado de productos
42192401,Carritos de emergencia o resucitación
42192402,Carritos específicos para equipos de diagnóstico o monitoreo
42192403,Carritos de aislamiento para uso médico
42192404,Carritos o accesorios para uso médico
42192405,Puestos móviles de irrigación
42192406,Carritos para transportar orinales
42192500,Protectores para equipo médico
42192501,Forros para equipos médicos
42192502,Bolsas para equipos médicos
42192600,Dispositivos de dosificación y medición de medicamentos y suministros
42192601,Moldes de supositorios
42192602,Dispensadores de pastillas o medicamentos o accesorios
42192603,Tazas o botellas para administrar medicamentos o accesorios
42192604,Sistemas o accesorios para la entrega de drogas
42192605,Kits de encapsulamiento de aneurismas
42192606,Soplador de polvos
42201500,Sistemas de tomografía informatizada (TAC o CT) médica y productos relacionados
42201501,Instalación de unidad estacionaria completa para tomografía computarizada ct o cat para uso médico
42201502,Unidades móviles o transportables o unidad de camión para tomografía computarizada ct o cat para uso médico
42201503,Componentes de sistema tridimensional para tomografía computarizada ct o cat para uso médico
42201504,Componentes de hueso de contenido mineral para tomografía computarizada ct o cat para uso médico
42201505,Consolas para tomografía computarizada ct o cat para uso médico
42201507,Componentes de sistema helicoidal para tomografía computarizada ct o cat para uso médico
42201508,Monitores para tomografía computarizada ct o cat para uso médico
42201509,Acondicionadores de energía para tomografía computarizada ct o cat para uso médico
42201510,Simuladores o dispositivos de aseguramiento de calidad o de calibración para tomografía computarizada ct o cat para uso médico
42201511,Escáneres o tubos para tomografía computarizada ct o cat para uso médico
42201512,Mesas o puestos o asientos para tomografía computarizada ct o cat para uso médico
42201513,Componentes de sistema ultra rápido para tomografía computarizada ct o cat para uso médico
42201600,Productos de resonancia magnética (MRI) médica
42201601,Instalación de unidad estacionaria completa de imágenes de resonancia magnética mri para uso médico
42201602,Sistemas móviles o transportables o de camión de imágenes de resonancia magnética mri para uso médico
42201603,Componentes de sistema tridimensional de imágenes de resonancia magnética mri para uso médico
42201604,Simuladores o dispositivos de aseguramiento de calidad o calibración de imágenes de resonancia magnética mri para uso médico
42201605,Bobinas de imágenes de resonancia magnética mri para uso médico
42201607,Monitores de imágenes de resonancia magnética mri para uso médico
42201608,Consolas primarias o remotas o secundarias de imágenes de resonancia magnética mri para uso médico
42201609,Escáneres de imágenes de resonancia magnética mri para uso médico
42201610,Instrumentos quirúrgicos o sistemas de guía de imágenes de resonancia magnética mri para uso médico
42201611,Mesas de imágenes de resonancia magnética mri para uso médico
42201700,Productos de hacer imágenes de ultrasonido médico y de doppler y de eco
42201701,Ultrasonido cardiaco o doppler o unidades de eco o cardioscopios
42201702,Ultrasonido o unidades de eco fetales o ginecológicas
42201703,Ultrasonido o unidades de eco mamográficas
42201704,Densitómetros de hueso por ultrasonido para uso médico
42201705,Forros para ultrasonido o doppler o eco sonda para uso médico
42201706,Sondas para ultrasonido o doppler o eco para uso médico
42201707,Calentadores de gel para ultrasonido o doppler o eco para uso médico
42201708,Geles para ultrasonido o doppler o eco para uso médico
42201709,Monitores para ultrasonido o doppler o eco para uso médico
42201710,Impresoras para ultrasonido o doppler o eco para uso médico
42201711,Transductores o accesorios para ultrasonido o doppler o eco para uso médico
